Name	Calb_LAG	Calb_LL	Calb_DS	Calb_PS	Calb_PLAT	Calb_HS5	Calb_HS15	Calb_HS30	Calb_HS45	Calb_HS60	Calb_Salt.5	Calb_Salt.15	Calb_Salt.30	Calb_Salt.60	Calb_Ox5	Calb_Ox15	Calb_Ox30	Calb_Ox60	Calb_0.2MKCl.10	Calb_0.2MKCl.20	Calb_0.2MKCl.40	Calb_0.2MKCl.80	Calb_0.4MKCl.10	Calb_0.4MKCl.20	Calb_0.4MKCl.40	Calb_0.4MKCl.80	Calb_0.8MKCl.10	Calb_0.8MKCl.20	Calb_0.8MKCl.40	Calb_0.8MKCl.80
orf19.1533	0.229464	-0.982694	-1.72025	-2.25522	-1.37116	-0.230328	-0.505693	-0.294872	-0.616704	-0.110715	-1.1672	-0.926055	0.235756	0.667716	-0.768061	-0.77297	-1.48137	-1.04749	-0.598942	-0.0301209	0.0706139	-0.168078	-0.36982	-0.575691	0.366837	0.658908	-0.239447	-1.02878	-0.446406	0.32492
orf19.1534	-1.0414	0.327791	0.468696	0.777761	0.580931	0.528405	1.11449	1.00408	0.924801	0.942419	-0.165466	-0.0377506	-0.348285	-0.842278	0.222593	0.062809	0.0640767	-0.332875	-0.718842	-0.720662	-0.566127	-0.307543	-0.420042	-0.304383	-0.288296	-0.155824	-0.252036	-0.263568	0.241698	0.141257
orf19.1536	0.244493	-0.337918	-0.570183	-1.76583	-1.07317	-0.581891	-1.00798	-0.739105	-0.847928	-0.498425	-0.535712	-0.502951	0.0611506	0.189975	-0.507515	-0.905926	-1.58316	-0.976638	-0.0818365	-0.0383743	0.065063	0.131697	-0.440588	-0.577211	-0.00408494	0.201206	-0.255616	-0.404468	-0.646817	0.16592
orf19.1538	-0.248553	-0.0627183	0.0482639	0.200453	-0.125319	0.431195	0.474315	0.149957	0.0941109	-0.0535957	-0.28777	0.00213559	-0.339102	-0.48029	-0.243868	-0.131572	0.472907	0.0604972	0.275255	-0.147721	0.185815	0.146182	0.450872	0.0300729	-0.074205	-0.132375	-0.472604	0.0321563	0.0427914	-0.0943576
orf19.1539	0.895168	0.361735	0.0488394	0.396033	0.604896	-1.07593	-1.26167	-1.7178	-1.05373	-0.114401	-0.331773	0.52733	1.62035	1.485	-0.282315	-0.172093	-0.19099	0.238707	1.18425	0.619562	1.4001	1.03657	0.742376	0.524004	0.455919	1.74433	0.644024	-0.0581288	0.976574	3.17509
orf19.154	1.27569	-1.69665	-3.29939	-2.88844	-1.78064	-1.29528	-1.73941	-1.01524	-1.12318	-0.476265	-0.460777	-0.745053	0.681607	1.73559	-0.298025	1.13612	-0.0469958	-1.49008	-0.490322	0.564029	0.657902	0.133224	-0.698288	-0.689992	0.577826	0.482456	-0.179944	-0.576515	-1.40229	0.178994
orf19.1541	0.647856	-0.0785872	-0.0397722	0.0589001	0.10093	-0.261131	-0.541145	-0.423557	-0.416574	0.413232	-0.145492	-0.237565	-0.0139204	0.056797	-0.821823	-0.214527	-0.111974	0.128105	-0.825919	-0.0293653	-0.825919	-0.501902	0	-0.116057	0	0.193346	0.152113	-0.457189	-0.322574	-0.984301
orf19.1542	0.504559	0.124091	0.26929	0.804912	0.620145	0.563867	0.825057	0.60023	0.681575	0.577373	-0.233129	0.177177	-0.341327	-0.463017	-0.135106	-0.00674093	0.254016	0.309735	0.280808	0.119359	-0.203675	-0.0386624	0.341775	0.450498	0.108834	-0.0530236	-0.32035	0.128234	0.196298	-0.0759471
orf19.1543	0.142763	0.424996	0.617334	0.544244	0.139695	0.456489	0.605116	0.495151	0.324238	0.139312	-0.0620796	-0.0284288	-0.280847	-0.81308	0.0180209	0.31178	0.0316832	-0.00986777	-0.154388	-0.313537	-0.174396	-0.20676	0.317661	0.0656029	-0.146905	-0.220994	-0.141323	0.632225	0.237367	-0.487232
orf19.1544	-0.800973	0.285229	0.339052	0.124048	0.0757543	0.460075	0.583877	0.477643	0.548113	0.240331	0.288039	0.245056	-0.0961624	-0.413215	0.192333	-0.0115142	-0.28561	-0.522589	0.177134	0.022365	0	-0.0266381	0.0751671	0.322994	-0.0011648	-0.225819	0.133334	-0.0360038	0.130017	-0.0301278
orf19.1545	0.125346	-0.539664	-1.33326	-1.15842	-0.472393	-0.0920429	-0.0941618	-0.226675	-0.354361	-0.0516449	-0.81142	-0.865138	-0.375636	0.281591	-0.423283	-0.38829	-1.26788	-0.729236	-0.472271	-0.106325	-0.00563956	0.0957935	-0.89176	-0.396013	0.0801875	0.285452	-0.615045	-1.30446	-0.720365	-0.292239
orf19.1546	-0.42385	-0.221315	-0.189796	0.299575	0.421962	0.167827	0.477361	0.329117	0.407332	0.501148	-0.415316	-0.530024	-0.670466	-0.120324	-0.0635313	-0.541358	-0.745584	-0.201102	0.0249829	-0.0179988	0.201538	0.24824	-0.210686	0.0613893	0.139315	0.456949	-0.298321	-0.59723	-0.051197	0.232749
orf19.1547	0.385971	0.225334	0.227292	0.500062	0.813455	0.18228	0.14443	0.182244	0.0335005	-0.0968609	0.309044	0.406683	0.285548	0.0880276	0.166167	0.565826	0.718462	0.312515	0.420611	0.271945	0.131627	0.107628	-0.00405229	0.926403	0.530497	-0.0112721	0.198932	-0.405664	0.173442	-0.107858
orf19.1548	0.770461	0.162971	-0.456198	0.519688	0.704985	0.0358112	0.119362	-0.121048	-0.402553	-0.441052	0.29611	0.227919	-0.37919	-0.224423	0.00970787	0.0755332	0.0670553	-0.343219	0.387035	-0.0923437	-0.0121537	-0.299397	0.738939	0.198342	0.0598457	0.132915	0.0674463	0.539044	-0.164409	-0.440554
orf19.1549	-1.00656	-1.22212	-1.4415	-1.28144	-0.73092	-0.0991019	-0.338534	-0.26501	-0.264688	-0.162483	-0.37382	-0.445871	-0.4637	0.251006	-0.193081	-0.150374	-1.08969	-0.851824	0.0644465	-0.00331999	0.168872	0.0887662	-0.0257733	0.057778	0.379751	0.479841	-0.0863691	-0.136788	-0.480203	0.212995
orf19.155	-0.488098	-0.532369	-0.520156	-0.774967	-0.660459	0.17644	0.0178354	0.05945	-0.209436	-0.249665	-0.278509	-0.09931	0.0369989	0.0399833	-0.118308	-0.00537146	0.269206	0.0769476	-0.0954836	-0.0247771	-0.0174574	0.00689219	-0.00933928	-0.19223	-0.323084	0.100295	0.0588352	-0.0354795	0.014598	0.0100003
orf19.1552	-1.61102	0.260408	0.315886	0.557566	1.28556	0.0645748	0.277633	0.0650966	0.103217	0.166602	0.213908	0.488543	0.184418	0.14068	0.221589	0.335191	0.391822	0.747817	-0.0415294	-0.175583	-0.152149	-0.232929	0.100549	-0.0175665	-0.193332	0.00545078	-0.19709	-0.111972	-0.0326	-0.00814575
orf19.1553	0.208188	0.0156521	0.538467	0.154505	0.0892779	-0.209247	-0.418659	-0.274813	-0.347286	-0.534794	-0.167619	-0.045958	-0.0644495	-0.345974	-0.0709771	-0.20839	-0.229833	-0.0415767	0.037302	-0.0326797	-0.0104894	-0.0361717	0.00341798	0.169292	-0.115383	-0.0543475	0.246403	-0.176566	-0.123948	0.133184
orf19.1555	-0.0558849	-0.187776	0.121708	-0.0553313	-0.0884386	-0.0140683	0.0112974	-0.0659297	-0.262442	-0.198609	-0.391571	0.0107875	-0.109573	0.0812023	-0.203203	-0.126881	0.0901079	-0.0409235	0.00962686	0.0630372	-0.0825218	0.153323	-0.0116278	0.175568	0.118421	0.117785	-0.152299	-0.470461	0.0923921	0.325814
orf19.1557	-0.474097	-0.239492	-0.519303	0.195282	0.15049	-1.10726	-1.14877	-1.30874	-1.18589	-1.03786	0.209088	0.0446458	0.0425356	0.289312	0.266869	0.344792	0.772453	0.368878	-0.118467	0.0163255	0.0758348	0.00395803	-0.295901	0.344594	0.479716	0.23908	-0.137702	0.0121895	0.17998	0.428248
orf19.1559	-0.131342	0.124827	0.134374	7.29167e-05	0.203775	0.249607	0.879722	1.03175	0.63966	0.257942	0.388121	0.717338	-0.0316917	-0.678447	-0.0213368	0.162045	0.837265	1.09086	0.164715	-0.102637	0.0358733	0.0338826	0	0	0	0	-0.0842208	0.859205	1.52248	-0.490183
orf19.1560	-0.309897	0.0634142	0.114075	-0.204785	-1.06413	-0.0217315	0.565795	-7.71e-05	0.273092	-0.0115491	0.231894	0.339615	0.195148	-0.22896	0.185739	0.312684	0.885188	0.888258	0.264577	0.447825	-0.0177216	0.306933	0.264312	0.495591	0.0450114	-0.188991	0.439379	0.332588	0.844769	-0.10938
orf19.1562	-1.66221	0.789471	1.31683	2.74785	0.533298	0.00829138	-0.60371	-1.40353	-0.842245	-1.0795	0.441033	-0.387085	-0.26286	-0.0283044	0.280834	0.200731	-0.511181	-2.48429	0.190223	0.606944	-0.335694	0.32908	-0.128998	-0.243219	-0.498143	0.437334	0.0805256	0.0768204	-1.82221	0.786478
orf19.1563	0.669379	0.339107	-0.416399	-0.262039	0.364357	-0.555547	-0.459499	-0.573103	-0.408823	-0.469903	0.192289	-0.340507	0.0387326	0.276129	0.273102	-0.119475	-0.109701	-0.708327	-0.918952	-0.491058	-0.209646	-0.192395	-0.780631	-0.707181	-0.133508	-0.12828	-0.146063	-0.656115	-0.608581	-0.307787
orf19.1564	-2.05137	1.78466	1.92015	1.7044	2.08626	0.0432743	0.769223	0.329287	0.301222	-0.313532	0.698633	1.85765	1.62958	0.0976998	0.160567	-0.56045	1.00615	1.57446	1.31512	1.53834	0.066145	-0.0841439	0.843302	1.89262	-0.0338393	-0.706937	0.159674	0.524735	2.30805	0.438932
orf19.1565	1.196	-1.1609	-1.2323	-1.90947	-1.37518	-1.16601	-1.86799	-1.49286	-1.45101	-0.732495	-0.236483	-0.585172	0.0907457	0.665177	-0.165444	0.00176363	-0.593241	-0.595134	-0.444279	-0.0149068	0.177671	-0.401269	-0.377045	-0.449699	0.508595	0.265246	-0.143162	-0.480631	-0.662478	-0.0200353
orf19.1566	1.11284	-2.44985	-3.86124	-4.52557	-2.5395	-1.48351	-4.22008	-2.09908	-1.87575	-1.03646	-1.67107	-2.97631	0.0788348	1.34261	-1.28469	-1.44048	-3.32813	-1.03327	-1.06957	0.106653	0.558585	-0.0632296	-0.6899	-1.68725	0.864361	0.904486	0.0178176	-0.687357	-2.58896	0.378473
orf19.1567	-0.76176	0.504068	0.894601	1.26817	0.970735	-0.176342	0.245609	0.139835	0.0450807	-0.0521283	-0.296991	0.300883	-0.329236	-0.549559	0.109617	-0.420122	-0.226897	-0.125536	0.240331	-0.106331	-0.29212	-0.287884	-0.096528	0.139506	-0.384014	-0.329859	-0.36138	-0.876636	0.000722725	-0.253249
orf19.1569	0.634151	-1.81511	-2.33928	-3.10244	-2.32904	-1.49618	-2.51733	-1.76886	-1.72189	-1.15029	-1.52201	-0.994865	0.47658	1.19675	-1.3154	-0.945828	-2.12141	-1.33107	-0.432225	0.312586	0.346607	0.255101	-0.145304	0.214487	0.993608	0.937911	-0.170355	-0.724499	-0.696461	-0.0263851
orf19.1570	-2.85031	0.195725	0.320123	0.454014	0.20474	-0.0366021	0.498629	0.460891	0.499446	0.167719	0.598448	0.502001	0.104733	-0.538598	0.226738	0.142027	0.0534566	-0.278892	0.174734	-0.232638	-0.878377	-0.632059	0.546179	0.147411	-0.632559	-0.600257	0.188186	0.385148	-0.415133	-0.818832
orf19.1573	0.323597	0.548775	0.284343	0.0430885	0.948136	-0.266995	-0.101763	-0.0639667	0.0223586	-0.39253	-0.0366982	1.47832	1.17041	0.484861	0.00864879	0.437499	0.480672	0.868088	0.662984	0.973518	-0.139148	-0.0665924	0.374304	1.30073	-0.108805	0.107087	-0.215577	-0.277703	1.50336	0.292972
orf19.1574	-1.11351	0.0438631	0.638146	0.324563	0.15493	0.0148335	0.178316	-0.408813	-0.67211	-0.546135	-0.630107	0.0358981	-0.963501	-0.702761	0.0227058	0.1014	0.678637	1.04391	0.358365	0.0453924	-0.0527827	-0.208341	0.387435	0.450089	-0.146567	0.0104179	-0.265786	-0.591673	-0.118732	-0.784031
orf19.1575	0.0259737	-1.66094	-2.0446	-1.83498	-0.910074	-0.853365	-2.5065	-1.54926	-1.24051	-0.673855	-0.638379	-1.06787	-0.31238	0.936185	-0.761679	-0.930614	-2.39033	-2.05161	-0.363323	-0.0796556	0.239261	0.126409	-0.456543	-0.906975	0.26814	0.435038	-0.00821397	-0.319838	-1.37182	0.16147
orf19.1576	0.0257578	0.00366905	0.326095	0.157434	0.0964403	-0.293939	0.223039	0.0404392	0.100753	0.0353654	0.17776	0.642887	-0.0742359	-0.222201	-0.0583894	0.307538	1.47835	1.8853	0.176873	-0.185879	-0.0934085	-0.0389817	0.283587	0.123458	-0.654947	-0.262125	-0.301162	-0.206419	0.463454	-0.382666
orf19.1577	0.0432906	0.190095	-0.200954	0.0532579	0.613278	0	0	-0.0180768	0	-0.183577	0.201212	0.643882	0.214835	-0.228049	-0.254906	-0.159418	-0.370942	-0.370225	-0.197289	0.167704	-0.197289	-0.197289	0	0	-0.0349703	0	-0.307205	-0.341201	0.967565	-0.258096
orf19.1578	0.981423	-2.29213	-2.94286	-4.33362	-2.71629	-0.585844	-3.64485	-2.18222	-1.91929	-1.06128	-1.28228	-2.24495	-0.833735	0.966409	-0.661236	-0.948207	-2.12356	-0.94058	-0.50728	-0.455514	0.521235	0.065134	-0.618418	-2.04688	0.465979	0.502139	-0.103328	-0.488694	-2.33927	0.190927
orf19.158	0.665533	-1.02696	-2.29391	-3.46254	-2.09591	-0.576058	-0.908288	-0.392726	-0.508118	-0.113172	-1.02118	-1.78719	0.0675237	0.726506	-0.527134	-0.140871	-0.91831	-0.432309	-0.868641	0.115334	0.454799	0.0452843	-0.637073	-1.93897	-0.218381	-0.0344604	-0.0567162	-0.244145	-1.6938	-0.16369
orf19.1582	0.0953616	0.676257	0.265949	0.896118	1.19473	0	0	-0.162834	0	0.773275	0.706104	-0.117216	-0.0434108	-0.294538	0.755303	1.11343	1.3395	1.88779	-0.500448	-0.500448	-0.500448	-0.500448	0	0	0	0	0.389229	0.343488	0.209065	0
orf19.1584	0.969853	0.113562	-0.0624489	0.371311	0.435364	1.01717	2.38673	1.10764	0.982468	0.678308	0.116001	-0.388418	0.224132	0.176114	0.191917	0.278184	0.98744	0.625005	-0.595975	-0.406986	0.375619	0.284649	-1.25652	-0.623218	0.956451	0.351905	0.0698731	-0.353102	-1.16287	0.566573
orf19.1585	-1.49097	0.131592	-0.665421	-0.600908	-0.309434	-0.366995	1.78196	1.19363	1.40782	1.26061	-0.878173	-2.72395	-0.424874	-1.12241	-0.212895	-1.53834	-3.02103	-3.25451	-2.87679	-1.32745	-0.164649	0.240871	-2.42417	-1.92377	0.191977	0.173629	-0.426043	-1.65145	-1.68278	0.0730018
orf19.1586	-1.44609	0.482249	1.22747	0.866941	0.604493	0.807942	1.3994	0.830512	0.531822	0.304792	0.997615	1.38362	0.490935	0.19508	0.129232	-0.131239	-0.824519	0.481452	1.33657	0.916288	0.579463	0.191413	2.8131	2.38097	0.751022	0.201609	0.313595	2.03808	1.59021	0.348577
orf19.1587	-0.116155	0.256125	0.0100074	0.526939	0.0688578	-0.70708	0.190162	-0.212046	0.105673	0.186459	0.828926	2.18058	0.468016	-1.80586	1.16899	-0.300228	-0.167154	-0.180597	1.85421	1.42665	-0.468707	0.342747	1.03827	2.03936	-0.341695	-0.987212	-0.279871	1.07971	2.63405	-0.175068
orf19.1588	0.241903	0.344512	0.455759	0.621006	0.422726	0.639269	1.33658	1.16266	1.09053	0.901635	0.620862	0.779007	0.263136	-0.629323	0.551909	0.596568	0.758825	0.521424	0.289937	0.157086	-0.226049	-0.0523309	0.178553	0.782435	-0.204581	-0.254952	0.248909	0.0479002	0.428074	-0.142638
orf19.1589	1.23027	-0.705339	-1.01577	-0.711937	0.0923171	-1.64939	-1.51604	-0.951623	-0.918219	-0.376814	-0.693295	-0.798653	0.177504	0.607407	-0.602068	-0.401987	-0.58524	-0.325337	-0.751875	-0.251765	0.383526	-0.0196079	-0.877057	-0.812494	0.42508	0.283452	-0.345157	-0.944	-1.11865	0.113162
orf19.1590	-0.0341617	-0.521585	-1.08386	-0.4424	-0.506068	-1.11607	-0.925037	-0.964535	-1.36941	-0.319118	-0.225958	-0.148042	-0.6286	-0.251451	0.134904	-0.137414	0.151433	0.0991012	0.46543	0.737033	0.808582	0.00658372	0.537012	-0.701399	-0.831514	0.551903	-0.742249	0.246436	-0.309536	-0.721578
orf19.1591	-1.87336	0.0397893	0.159874	-0.685623	-0.738672	0.175502	0.538101	0.611732	0.805822	0.326278	0.234608	0.446596	0.210188	-0.135197	0.123037	0.119592	-0.0125099	-0.143168	0.187746	-0.0754738	-0.736995	-0.597854	0.000902097	0.184855	-0.316702	-0.82993	0.33745	0.0431507	-0.553037	-1.01252
orf19.1592	-0.190553	-0.61192	-0.834189	-0.717575	-0.805432	0.753037	0.87968	0.625159	0.644217	0.355906	0.804343	0.769377	0.0162772	0.399216	0.349329	0.410444	-0.0308711	-0.0203449	0.218605	-0.395885	-0.590394	-0.208551	0.25428	0.299639	-0.103922	-0.160791	-0.169696	0.515754	-0.197955	-0.45422
orf19.1595	-0.273817	0.282384	0.511394	0.243935	0.362257	0.489562	0.736161	0.605656	0.565701	-0.0247259	-0.132326	0.411099	0.0961611	-0.371306	-0.0278641	-0.285223	0.200356	0.3	0.56101	0.314024	0.0346558	0.0438925	0.431315	0.743553	-0.110147	-0.23274	-0.381058	0.16643	0.396771	-0.0475911
orf19.1597	-1.33983	0.381181	-0.0346348	-0.34708	-0.271891	0.0295266	0.133119	0.277154	0.270096	0.0381965	0.0702682	0.140261	0.201736	-0.201008	-0.203816	-0.966829	-0.600265	-0.109489	-0.0815971	-0.223302	-0.418701	-0.394287	-0.334611	-0.330698	-0.51715	-0.336021	-0.274854	-0.353269	-0.138609	-0.0279564
orf19.1598	-2.15023	0.215556	0.189894	-1.08428	-1.05271	-0.366357	-0.377381	-0.193443	0.0986452	-0.213375	0.190195	0.286499	-0.0085721	-0.000347568	0.0511685	-0.529976	-0.658003	-0.0413603	-0.26293	-0.830891	-1.12145	-0.91143	-0.277951	-0.802987	-0.935899	-0.444892	-0.203034	-0.486803	-1.25996	-0.997569
orf19.1600	0.981857	1.19532	0.826433	0.557509	1.24087	-0.491681	-0.49761	-0.0151735	0.194109	-0.416829	0.100093	-0.430502	0.990416	0.494727	-0.390626	-1.80367	-1.35448	-0.134284	-1.80814	-0.387461	-0.684673	0.125687	-1.87248	-1.12897	-0.996874	0.351883	-0.413762	-0.426758	-0.346795	0.276042
orf19.1601	-0.0410942	-0.0707417	-1.05014	-2.16097	-0.989845	0.146813	0.113553	0.0451825	0.0864677	0.0396985	-0.209413	-0.0756666	-0.0701735	0.0267081	-0.109388	0.0461147	0.119818	0.115407	-0.00550697	0.246545	0.148478	0.146852	0.0619039	0.262595	0.0737305	0.228961	0.0223139	-0.355808	-0.195259	-0.147172
orf19.1604	1.32081	0.563087	0.525809	0.654363	0.600516	0.715204	-0.276116	-0.210318	-0.179279	-0.34514	0.154443	0.415482	0.249371	-0.619049	0.376857	0.930563	0.307457	-0.367878	0.367556	-0.230436	-0.160131	-0.0642326	0.358996	0.311382	0.135874	-0.0105303	-0.0690272	0.233922	0.229049	0.164616
orf19.1605	1.17122	-0.021674	-0.901898	-2.57323	-2.6514	-0.966717	-0.872282	-1.22377	-0.0516281	0.0636883	-1.05266	-2.0393	1.26025	1.10262	-0.64591	-0.178735	1.40583	1.56987	-3.43477	0.884243	-0.211755	0.505731	-2.92997	-3.36856	-0.718666	0.0109678	-0.144916	-0.355021	-0.436528	0.294827
orf19.1607	0.718217	-0.0918132	-0.0275635	0.325167	0.802462	1.03401	0.00917278	0.00740803	0.200606	0.526039	-0.253194	-0.401061	-0.341751	0.454947	-0.200131	1.25581	1.18318	1.15561	-0.328617	-0.229135	0.0370604	0.061072	0.0268317	-0.479076	0.167021	0.16318	-0.0600416	0.274055	-0.504995	0.369155
orf19.1608	0.00662896	0.824406	1.29303	1.37842	2.06005	-0.251036	0.0312229	0.422507	0.774554	0.819934	0.20919	0.230837	0.908307	0.32796	0.0615214	0.128317	0.938535	1.03869	-0.398072	0.163876	0.198785	0.269258	-0.230841	0.906929	1.2062	0.21441	0.153559	-0.339113	1.07951	0.392513
orf19.1609	0.871641	-1.76422	-3.37533	-3.30719	-1.85719	-2.07266	-2.78978	-1.70297	-1.76746	-1.2204	-1.43243	-2.29777	0.0294062	1.21396	-0.847773	-0.404617	-1.32	-0.285024	-1.3066	-0.490776	0.313303	-0.258194	-1.53266	-2.62013	-0.115673	0.108535	-0.311888	-0.913521	-2.61725	-0.322303
orf19.1613	0.456051	-0.0819015	-0.403432	-1.89417	-0.32407	0.152696	1.43509	1.19194	0.646742	0.207282	-0.513688	-0.459623	-0.0848685	-0.221935	-0.135796	0.197595	0.492065	0.643254	-0.199294	-0.670988	-0.295352	-0.0360017	-0.689058	-0.699124	-0.519529	-0.335776	-0.160709	-0.519777	-0.319197	-0.594919
orf19.1614	0.773947	0.838448	-0.00437102	-0.507183	0.431472	-1.91921	-1.78889	-1.09264	-0.787366	-0.747688	0.39575	-2.73659	-0.959821	-2.60717	0.780616	-2.19241	-2.49149	-1.89897	-3.13975	-1.65472	-0.645749	-1.06253	-2.2254	-3.39217	0.885998	-1.41797	1.71154	1.68936	-1.85329	-0.709701
orf19.1616	0.640519	0.345663	-0.224885	0.359398	0.497337	0.162922	1.97921	4.27826	3.59006	3.34453	-0.219117	-0.760402	-0.496239	-0.806209	0.531291	1.01146	1.30542	-1.13297	-2.94874	-1.20125	-1.30728	-0.1876	-1.92594	-2.40811	-1.56574	-1.08924	-0.894432	-3.02941	-2.336	-1.19376
orf19.1617	-0.0809873	0.450262	1.16581	1.49888	1.46098	0.582743	0.939723	0.948516	1.02289	0.774711	0.127699	-0.559045	-0.891221	-0.990634	0.077175	-0.690123	-0.786648	-0.342807	-0.215359	-0.484341	-0.202066	0.126543	-0.453317	0.0372448	-0.457774	0.18101	0.135279	-0.388627	-0.100875	-0.222309
orf19.1618	1.35024	-0.431694	-0.33146	-0.798115	-2.17129	-0.0689404	-0.480381	0.00605564	-0.380188	-0.429966	-0.226792	-1.53611	0.88998	-0.0539597	-0.121635	-0.478497	-0.720392	0.612058	-0.901287	0.0126266	0.0498867	-0.163795	-0.0672655	-1.19693	0.53671	0.443119	0.36073	0.339398	0.112948	0.464358
orf19.1619	0.284201	-0.0269946	0.524005	0.843753	0.105922	0.0222232	0.172338	-0.132979	-0.184271	-0.204265	-0.038818	0.24753	-0.188095	-0.126788	-0.186436	-0.10173	0.630933	0.924039	0.242364	0.0719967	0.0801021	0.0876525	0.245231	0.419778	0.124668	0.113081	-0.0210198	0.479206	0.544289	0.211464
orf19.1621	-0.819593	0.227671	0.537954	0.303281	0.203811	0.385563	0.485854	0.500697	0.624344	0.487891	-0.293108	0.559285	0.179711	-0.14429	-0.103315	-0.2151	-0.353615	-0.267371	0.0196469	0.303526	0.0443589	0.17134	-0.165485	0.738385	0.0774057	0.110424	-0.133006	-0.452502	0.634253	0.229105
orf19.1622	-0.37136	-0.021458	-0.751394	-0.0329042	-0.324825	-0.474769	-0.369079	-0.846483	-0.693889	-0.103757	-0.175016	-0.449268	-0.437665	-0.0233987	0.04653	-0.539659	-0.925236	-0.685238	-0.488203	0.0791452	0.280629	-0.120252	-0.34612	-1.20963	0.0791291	-0.162035	0.016303	-0.151974	-0.415553	-0.261337
orf19.1623	0.900765	0.415562	1.18437	1.22935	1.03089	1.62827	0.769427	0.115863	-0.0831509	0.012044	-0.313259	0.40247	-0.378315	-0.398024	1.39861	2.8889	3.19529	1.82439	0.688592	0.25235	0.52128	0.157646	1.48604	1.08946	0.84469	0.770267	0.547673	1.11781	0.827034	0.099419
orf19.1624	0.731161	-0.888416	-0.969724	-1.58732	-1.26165	-0.479107	-0.842031	-0.789469	-0.892754	-0.789429	-0.285445	-0.416916	-0.20793	-0.294318	0.0263469	0.444631	-0.0195046	-0.398405	0.393404	0.182538	0.203297	0.429974	0.409942	-0.467864	-0.195291	0.379009	0.0529634	-0.216112	-0.615647	-0.206791
orf19.1625	-0.232072	-0.695962	-0.340126	-0.675787	-0.0684068	0.145866	0.26163	0.0521798	-0.0199563	0.118044	-0.151147	-0.273133	-0.253025	0.144379	0.0503293	-0.137484	-0.63074	-0.128917	0.0421786	0.0671292	0.330374	0.015543	-0.0652965	-0.0241424	0.131557	0.349933	0.0702198	-0.00207203	-0.406069	0.264444
orf19.1626	0.0254268	-0.899388	-2.10267	-2.65013	-1.7569	-0.0592873	-0.71497	-0.453168	-0.413743	-0.429901	-0.172786	-0.598513	-0.263236	0.162402	-0.125724	-0.160592	-1.14815	-2.15322	0	-0.0756214	-0.191086	0.0283612	-0.351098	-0.622897	0.0024204	-0.153698	0.0750353	-0.369885	-1.26082	-0.307847
orf19.1628	-4.23412	0.651625	1.04555	0.628581	0.0487206	0.0539884	0.0945996	0.0880213	0.00611344	-0.497264	0.676172	0.933001	0.62988	-0.764266	0.365611	0.455858	0.965055	0.723799	0.292276	0.27681	-0.614554	-0.46732	0.342494	0.725129	-0.299962	-0.871479	0.251425	0.652563	0.818031	-0.342989
orf19.163	-0.593708	-0.375594	-0.897436	-1.23761	-0.6743	-0.0230487	0.0626555	0.0736163	-0.110139	-0.120493	-0.813068	-0.808237	-0.259473	0.28787	-0.0753922	0.18685	-0.683424	-1.02258	-0.558784	-0.514154	-0.176418	0.153662	-0.59656	-0.612091	-0.392628	0.173432	-0.511031	-1.18974	-0.640787	-0.334703
orf19.1630	-1.78561	-0.430312	-0.369062	-0.463539	-0.266581	0.18202	0.442203	0.528231	0.48571	0.366551	-0.326119	-0.269446	-0.0334428	-0.0472423	0.0279799	-0.253493	-0.321412	-0.31447	-0.434426	-0.511056	-0.217889	-0.00902411	-0.745355	-0.702152	-0.332533	0.187144	-0.0505107	-1.31631	-0.726294	0.00542787
orf19.1631	-1.21148	-1.4385	-1.38721	-3.93555	-3.77145	-0.860176	-1.89942	-1.24043	-0.782911	-0.780955	-0.21072	-0.417154	-0.134709	0.195479	-0.485528	-2.12534	-2.23617	0.257819	-0.547954	-1.35667	-1.07543	-0.930565	-0.761733	-1.89449	-0.595623	-0.416813	0.35939	-0.487173	-2.63872	-0.834077
orf19.1632	-1.02734	1.43595	2.01722	0.897679	0.957648	-0.0964937	0.420126	0.363294	0.35407	0.0405286	3.20089	5.09754	2.2174	-0.0220772	0.500707	1.23216	1.96102	0.868407	4.00513	2.13085	-0.837747	-0.264692	4.19909	4.41478	-0.889547	-0.435138	1.72085	3.97563	4.63158	0.0574978
orf19.1633	0.919208	-2.10232	-3.60548	-4.5742	-2.68007	-1.42913	-3.25121	-1.84521	-1.86004	-0.853697	-1.18271	-1.33046	-0.101214	1.32299	-1.13329	-1.35317	-3.03989	-1.39476	-0.30012	0.16276	0.735232	0.0772753	-0.471644	-1.15884	0.924298	0.486753	0.13423	-0.120967	-1.61467	0.248959
orf19.1634	-0.862831	0.138902	0.391186	0.642087	0.00527254	0.442207	0.81124	0.48152	0.415726	0.19677	0.532977	0.548298	-0.999273	-0.620139	0.106073	-0.331416	0.354285	0.639326	0.758354	-0.186603	-0.187379	-0.119343	1.13416	0.708114	-0.555527	-0.122657	0.466816	1.15571	0.718694	-0.124281
orf19.1635	0.122795	0.371296	-0.432599	-2.16966	-0.414215	0.432296	0.336194	0.140016	0.0886012	0.223169	0.198128	0.178902	0.469743	0.417922	0.382573	0.150681	-0.0978578	0.478898	0.235768	0.114239	0.162068	0.209503	0.0257851	-0.710578	-0.397191	-0.0333624	0.00076336	-0.205583	0.125713	-0.145963
