Name	Klac_LAG	Klac_LL	Klac_DS	Klac_PS	Klac_PLAT	Klac_HS5	Klac_HS15	Klac_HS30	Klac_HS45	Klac_HS60	Klac_Salt-5	Klac_Salt-15	Klac_Salt-30	Klac_Salt-60	Klac_Ox5	Klac_Ox15	Klac_Ox30	Klac_Ox60	Klac_0.2MKCl-10	Klac_0.2MKCl-20	Klac_0.2MKCl-40	Klac_0.2MKCl-80	Klac_0.4MKCl-10	Klac_0.4MKCl-20	Klac_0.4MKCl-40	Klac_0.4MKCl-80	Klac_0.8MKCl-10	Klac_0.8MKCl-20	Klac_0.8MKCl-40	Klac_0.8MKCl-80
KLLA0C08701g	0.337099	0.571912	0.84605	0.95327	1.2791	0.750793	1.62463	2.03361	1.8954	1.6446	-0.0443215	-0.665549	-0.640637	-0.584216	0.183963	0.0981362	0.397584	0.528398	0.0292292	0.182596	0.325783	0.271354	-0.102926	-0.550278	0.256339	0.239676	0.153294	0.432658	-0.0455993	-1.09486
KLLA0C08723g	-0.178824	0.0282174	-0.224387	-0.957057	-1.26586	0.340772	0.485976	0.422739	0.321518	0.101426	-0.0788489	-0.281699	-0.171069	-0.323393	-0.389241	-0.304177	0.055443	0.491962	-0.128105	-0.0478108	-0.28449	-0.0264373	-0.175706	-0.421179	0.315114	-0.019328	0.0856535	0.0607996	-0.0081012	-0.70979
KLLA0C08756g	1.69077	-0.083282	0.0277096	0.351036	0.503495	-0.858718	-0.419816	-0.471659	-0.510116	-0.414827	-0.366427	0.668401	0.471238	0.519237	0.429146	0.603505	0.647268	0.605831	-0.175989	0.212274	0.22821	0.104194	-0.3449	0.492028	0.092665	0.157633	-0.0838579	-0.342531	-0.480753	0.72227
KLLA0C08778g	0.749091	0.0649797	0.109356	0.159171	0.441266	-0.243285	-0.677459	-0.471088	-0.457935	-0.376166	0.665395	0.867367	0.344814	-0.206916	-0.0266622	-0.357229	-0.243578	-0.432841	0.348656	0.319455	-0.253151	0.256728	0.518744	0.0869392	-0.150474	0.180209	-0.361771	-0.449621	-0.227835	-0.923057
KLLA0C08800g	1.78527	-0.218694	-0.40105	0.238755	-0.100293	-0.0937369	-0.242647	-0.431437	-0.389928	-0.856071	-0.429422	-0.789758	-0.479501	0.240882	0.383149	0.425981	0.0624941	-0.295542	-0.965185	-0.629774	-0.310852	-0.28453	-0.748001	-1.18608	-0.268721	0.454527	-0.0374336	0.603125	0.90275	-0.487578
KLLA0C08866g	-3.06992	2.19211	3.02654	3.21683	2.06311	1.32601	0.793371	0.225094	0.0885994	-0.0433328	-0.852632	-1.02403	-1.81172	-1.71116	-1.30515	-0.470271	0.330388	0.824718	0.573477	0.253828	-0.0371672	0.742003	-0.20605	0.345426	-0.570013	0.379622	-0.0971359	-0.0830967	-0.373033	0.324376
KLLA0C08888g	1.37481	-0.120614	0.4425	0.846093	0.696571	0.474129	1.02095	0.693589	0.427908	0.277855	0.50319	0.21048	0.173768	0.350769	-0.0440302	0.401927	0.980348	1.23118	0.29826	0.0770042	0.0602917	-0.211345	1.27973	1.01095	0.379682	-0.106775	0.0901731	0.243551	1.15442	2.18273
KLLA0C08910g	0.46924	0.494988	1.02447	2.43871	2.86658	0.743048	1.0129	0.95037	0.945277	0.87351	-0.328016	0.0808805	-0.0793046	0.445781	-0.188561	0.445833	0.551735	0.747248	-0.369801	-0.442625	-0.339445	-0.132083	-0.0825784	-0.468855	-0.694715	0.062989	-0.172186	0.111981	0.23704	-0.755903
KLLA0C08932g	0.543115	0.609307	1.21263	1.82265	0.598274	0.398814	0.97123	1.25336	1.21109	1.36796	-0.330271	0.103839	0.535111	0.913076	0.16312	0.577673	0.445866	0.397576	-0.434634	0.197618	0.224203	0.184461	-0.00990995	-0.291129	0.75324	0.279561	0.0541821	0.150124	0.146771	-0.376775
KLLA0C08954g	1.36884	-0.407498	-1.76546	-1.74008	-1.8124	-1.37847	-1.59679	-1.39724	-1.24244	-1.0928	-0.782053	-0.936664	0.755315	0.883463	0.0490358	0.0200602	-1.28949	-1.3785	-2.08773	-0.446323	0.290448	0.00510652	-1.04694	-2.60353	0.312594	0.20083	-0.0506593	-0.0459788	-0.5144	-1.34605
KLLA0C08976g	1.24862	-1.13617	-3.79758	-2.39846	-0.992541	-1.34162	-3.38158	-3.73358	-3.19374	-2.72402	-1.26301	-2.48589	0.721075	1.28988	-0.0796519	0.858234	0.0728383	-1.30154	-1.67824	-1.89329	0.321612	-0.169097	-0.388696	-2.19947	-0.0882083	0.0649513	0.0532903	-0.0465404	-0.476948	-1.98098
KLLA0C08998g	0.474993	-0.269268	-0.500452	-0.550634	-0.718302	-0.380195	-0.450218	-0.382	-0.196179	-0.452069	-0.343892	-0.539082	0.588912	0.560586	0.108208	0.479606	0.499193	0.11808	-1.21832	-0.400658	0.130878	-0.121716	-0.288994	-1.23382	0.228901	0.122833	0.0828428	0.0215202	0.00454463	-0.646188
KLLA0C09020g	0.246635	0.0544415	-0.0594327	-0.346267	-0.755181	0.260117	0.38719	0.301039	0.19618	0.10672	0.255226	0.333021	0.0545785	0.0557431	0.0196258	0.418357	0.903684	0.643098	0.146869	0.13415	0.0377554	-0.0361466	0.286582	0.570311	0.0341847	-0.173022	0.0516174	-0.0213057	0.483587	0.900534
KLLA0C09042g	0.198781	0.165035	0.229035	0.0168064	-0.143581	0.0833992	-0.0650207	-0.16074	-0.155466	-0.203047	0.0965024	0.344844	0.148316	-0.0451021	-0.135318	-0.0015676	-0.00930624	-0.228332	0.299764	0.317577	0.27728	0.165969	0.275494	0.452477	0.134418	-0.00196307	0.0769556	-0.0079484	0.399266	0.419806
KLLA0C09064g	0.0945105	-0.268706	-0.287146	-0.457366	-0.618998	-0.291453	-0.575117	-0.787601	-0.737853	-1.13984	-0.560595	-0.553881	0.172064	0.28871	0.226034	0.100737	-0.529618	-0.9073	-0.67386	-0.568033	-0.392791	-0.376092	-0.843616	-1.21498	0.0226137	-0.320317	-0.0115045	-0.132487	-0.888613	-1.06797
KLLA0C09086g	-1.50931	-0.0833949	-0.461216	-0.593002	-0.992728	-0.53103	-0.838179	-0.764674	-0.567639	-0.542839	-0.213651	-0.114447	-0.245222	0.148263	-0.519575	-0.764145	-0.971599	-0.981375	-0.177409	-0.241619	-0.288069	0.0104542	-0.0907456	-0.421505	-0.572534	0.107423	-0.0742294	0.0537317	0.0419981	-0.306648
KLLA0C09108g	0.461361	-0.321528	-1.43725	-1.68458	-1.58015	-0.781005	-0.864454	-0.721952	-0.619618	-0.891283	-0.368985	-0.634524	0.209047	0.375696	0.128295	0.627485	0.72494	0.195284	-0.784189	-0.54499	0.128876	-0.0523428	-0.123075	-0.846829	0.214565	0.0788574	0.0561509	-0.076688	0.114397	-0.439535
KLLA0C09130g	0.419547	-0.0670645	0.0793936	-0.153898	-0.360856	-0.268336	-0.25595	-0.357167	-0.321471	-0.637828	-0.805169	-0.317559	0.0539457	0.175646	0.140495	-0.00841233	-0.332395	-0.551058	-0.792016	-0.454419	-0.452989	-0.357863	-1.25555	-1.07231	-0.460886	-0.339455	-0.010006	-0.179068	-1.21753	-0.986067
KLLA0C09152g	-2.2291	1.10513	1.449	1.33556	0.837319	0.538534	0.393783	0.677695	0.717281	0.799011	-0.00249557	-0.270225	-0.785907	-1.36739	-0.0279231	-0.0467857	0.275028	0.0940293	0.554925	0.667615	0.373636	0.548871	0.283667	0.455936	0.898361	0.219683	-0.0199951	-0.157952	0.200229	0.261409
KLLA0C09174g	-1.10438	0.0672625	0.063965	-0.144067	-0.841204	0.0923323	0.333117	0.48964	0.505106	0.536313	0.262616	0.310823	0.0758662	-0.148304	0.0793227	0.197513	0.0795305	-0.591186	0.356346	0.325742	0.0773541	-0.0251218	0.316092	0.445139	0.218505	-0.0707604	0.0576346	0.0894011	0.472133	0.490187
KLLA0C09196g	-0.162756	0.231328	0.64439	0.687838	0.376799	-0.0434822	-0.0843368	-0.0421624	-0.0970188	-0.297561	0.339128	-0.0247271	-0.188251	-0.496425	0.102021	-0.0222512	-0.191021	-0.416208	0.168999	0.0841599	0.102538	0.0601351	0.338342	0.150772	1.13271	0.0433535	-0.0120273	0.0606525	0.185051	0.0490523
KLLA0C09218g	-1.94419	-1.45667	-0.374927	-2.05087	-3.07132	0.315545	0.91845	0.71993	0.391077	0.0890583	-0.358643	-0.43246	-0.955344	0.0078352	-0.264821	-0.80604	-1.41753	-2.56744	0.220432	-0.175308	-1.1123	-0.87526	-0.152616	-0.10686	-0.838682	-1.14485	-0.0623323	-0.0505642	-0.426678	-0.998077
KLLA0C09240g	-1.1484	-2.01085	-2.30861	-2.15634	-1.19018	-0.674594	-1.45563	-1.47384	-1.36795	-1.52206	-0.557575	-0.0116562	0.472762	1.21799	0.213888	0.110185	-0.19554	-0.245162	-0.258615	-0.508813	-0.186412	-0.676253	0.0483156	-0.567921	-0.176056	-0.043346	0.0496304	0.0445495	-0.0502078	-1.07419
KLLA0C09262g	1.51232	-1.07701	-3.13579	-3.18909	-2.47585	-2.08295	-2.35604	-2.84062	-2.66453	-2.19032	-0.647875	-1.85885	0.860082	1.40078	0.490129	1.11966	0.15583	0.0625239	-2.27491	-1.6496	0.22593	-0.242462	-0.258226	-2.20999	-0.132452	-0.102623	0.122638	0.0308784	0.368055	-1.11483
KLLA0C09284g	-2.10812	0.182238	0.0102254	-0.136989	-0.67906	0.196359	0.898485	1.04292	0.876278	0.801298	0.433545	0.71123	0.337407	-0.287414	-0.0422928	-0.220637	0.198911	1.709	0.543868	0.713675	-0.0909932	-0.0534727	0.317095	0.874001	0.414315	-0.381404	0.00792661	0.192547	0.506192	1.92044
KLLA0C09306g	0.486734	0.515061	-0.427887	-1.26996	-0.704527	0.153258	0.714047	0.920421	0.918863	0.963976	0.166349	0.391452	-0.0723234	1.14006	0.167599	1.22788	2.25432	1.22446	0.345517	0.299532	0.399173	0.287744	0.525855	1.33491	1.02646	0.269455	0.0307314	-0.0412569	0.106644	2.09163
KLLA0C09328g	-2.67897	0.160781	1.4855	2.2645	1.92228	0.0424611	1.94927	2.65721	2.89132	2.49441	0.13177	1.21584	0.0853198	-0.197697	0.773343	5.16971	6.75842	4.07392	1.36195	0.718955	0.192018	0.32617	-0.288257	1.60838	-0.0864795	-0.745194	-0.0259372	0.0145738	0.781596	4.30656
KLLA0C09372g	-0.658736	1.38607	2.73235	2.27487	1.68237	1.55153	2.81249	3.04812	3.11209	3.10695	0.782624	0.538959	-0.743404	-1.77769	-0.527588	-1.4868	-0.368307	0.0526973	1.52352	0.850137	-0.133822	0.414341	0.199857	1.83227	0.622892	0.258841	-0.0068227	0.0935317	0.137845	1.95629
KLLA0C09394g	-0.197833	0.00125921	-0.25513	-0.607126	-1.12093	-0.0496261	-0.262338	-0.450441	-0.465714	-0.502933	-0.0677624	0.16728	0.0390386	-0.0296681	0.146033	-0.127523	-0.163651	-0.25209	0.119089	0.133963	0.0688987	0.0578324	-0.267022	0.261349	0.0583014	-0.115388	-0.0388109	-0.212785	-0.610291	0.407855
KLLA0C09416g	1.24536	-0.0405485	-0.0831111	-0.912273	-1.09339	0.699781	0.817997	0.685307	0.642866	0.621437	0.624223	0.375294	-0.0382094	0.1207	-0.491126	-0.315714	1.27002	0.775282	0.329578	0.219355	0.14336	0.269219	0.51301	0.883771	-0.315121	0.307074	-0.119252	-0.0727993	0.497797	1.06115
KLLA0C09460g	-2.88617	0.00951113	0.420242	0.577691	0.551553	0.139694	-0.0971004	0.425763	0.485832	0.671712	0.460917	-0.0782876	-0.198502	-0.0988142	0.217619	0.510794	0.630988	0.610097	-0.0148736	0.129357	0.236292	-0.142477	0.0735261	-0.169808	0.935956	0.233551	0.122883	0.0373721	0.161024	0.106781
KLLA0C09482g	-1.66167	0.182788	0.418873	0.602256	-0.261744	-0.26964	-0.904495	-1.29167	-1.1803	-0.848217	0.214755	-0.0574955	-1.19634	-0.0154052	0.0358198	-0.126945	-0.662996	-0.318551	-0.0329276	-0.77336	-0.374948	0.148735	0.667619	-0.215556	-1.43827	0.0423389	-0.00720242	-0.178083	-0.351665	-0.125495
KLLA0C09504g	0.19558	-0.476916	-1.069	-1.16489	-1.16598	-0.0870258	0.171526	0.285973	0.317985	0.330258	0.0149762	0.150887	0.446359	0.320916	-0.138661	0.205297	0.584697	1.27834	-0.498697	-0.168305	-0.170748	-0.19789	0.328578	-0.288043	0.376137	-0.143039	-0.0270954	0.218557	0.373784	0.43131
KLLA0C09526g	-1.59017	0.053301	-0.151493	-0.864551	-1.59696	-0.219939	0.835499	0.756035	0.459887	0.189445	0.175399	0.398585	-0.0415031	-0.46465	-0.0987053	-0.0571402	0.107473	1.11891	0.503886	0.569421	-0.217898	-0.117632	0.324032	0.792299	0.227635	0.224887	0.0126157	-0.0362587	0.120356	1.33805
KLLA0C09548g	0.144386	-0.547589	-0.622298	-0.319216	-0.298393	-0.924985	-1.12638	-1.11488	-1.19216	-1.16701	-0.880622	-0.499084	-0.00550252	0.24747	0.00997708	-0.330308	-0.876288	-0.782747	-0.73762	-0.628336	-0.547256	-0.462784	-1.11246	-0.982187	-0.355233	-0.158118	-0.077827	-0.226202	-1.79033	-0.730418
KLLA0C09570g	0.361983	-0.102908	-0.621864	-0.806117	-1.1241	-0.232237	0.0947581	-0.155674	-0.345464	-0.395048	0.0568831	-0.113605	0.194874	0.116499	-0.116714	-0.0470759	-0.00183032	0.0495535	-0.263811	-0.162076	0.0727526	0.0120044	0.192843	-0.139162	0.990429	-0.076303	0.00845156	-0.133228	0.114193	0.402854
KLLA0C09592g	-1.79651	0.177393	0.185496	-0.0569862	-0.971951	0.00656249	0.502853	0.676943	0.379684	0.548369	0.425796	0.914337	0.287449	-0.312702	-0.0874737	-0.190728	-0.0563545	1.07864	0.622979	0.697177	-0.122483	-0.0631394	0.641293	1.3043	1.80318	-0.190435	-0.0243324	-0.0266981	0.455439	2.09913
KLLA0C09603g	-1.27698	0.576171	1.22576	1.56909	1.45094	-0.159958	-0.768026	-1.07249	-0.282243	-1.12084	0.463284	0.243491	-0.0345316	0.275076	-0.352185	-0.335614	0.211637	-0.0675648	-0.185065	0.405407	0.220594	0.564532	-0.275258	-0.404607	-0.0642614	-0.0941006	0.751128	-0.446281	-0.53632	-0.989964
KLLA0C09625g	-1.4825	0.0865367	0.694738	0.809779	0.439358	0.229181	0.358119	0.497935	0.630997	0.74993	0.379098	0.42631	0.422858	0.0304799	0.127694	0.177138	0.517077	0.123333	0.100692	0.23463	0.0677683	-0.0321545	0.332741	0.446434	0.363014	-0.00821542	-0.0137702	0.112493	0.172573	-0.12903
KLLA0C09647g	0.374834	-0.198443	-0.413909	-0.565488	-0.874861	-0.791033	-0.791989	-0.970782	-1.05872	-1.12644	-0.498392	-0.376304	0.128697	0.142299	0.0512964	-0.181036	-0.80046	-0.921288	-0.73172	-0.609878	-0.58538	-0.496474	-0.843021	-0.962056	-1.01241	-0.40402	-0.00146126	-0.129296	-0.609834	-0.724434
KLLA0C09669g	0.108526	-0.0991698	-0.338784	-1.37779	-1.4946	-0.309056	-0.0305911	0.325973	0.0952838	-0.239294	0.0685548	0.267653	0.112468	0.0063378	0.097617	-0.764829	-0.621706	-0.552567	0.239206	0.0425002	-0.137495	0.200568	-0.0814608	0.17524	0.0348543	0.0234552	0.00300005	0.00342715	0.217773	0.0803352
KLLA0C09691g	0.706892	0.124963	0.356277	0.355219	0.339324	0.563277	0.83223	1.07596	1.10643	1.21705	-0.286274	0.188186	-0.0867838	-0.275185	-0.249523	-0.389982	-0.0630202	0.315522	0.335061	0.0751158	-0.116672	0.0267022	0.0432019	0.337207	-0.102559	-0.273194	-0.0319719	-0.0144495	-0.147307	0.334536
KLLA0C09713g	0.740521	-0.267362	-0.0967653	-0.253415	-0.361241	0.308014	0.406484	-0.0569661	-0.243985	-0.109885	-0.755024	-0.247711	-0.180339	-0.0716202	-0.327792	-0.535221	-0.0485307	0.19312	-0.466794	-0.378538	-0.278198	-0.175473	-0.953782	-0.37435	-0.334906	-0.250536	-0.104679	-0.475647	-1.27659	-0.325021
KLLA0C09735g	0.566123	0.136963	0.466684	0.333919	0.361969	0.126988	0.820049	0.597154	0.389012	0.652962	0.134138	1.02798	0.357873	0.042171	-0.224379	-0.978718	-0.329241	0.699313	0.555901	0.306326	0.0840609	0.0161333	0.451554	1.17199	0.225634	0.0175109	-0.125053	-0.160238	0.673746	1.4368
KLLA0C09757g	-2.25511	1.12668	1.15025	1.08827	0.625915	0.326167	0.850344	0.965714	0.945785	0.847225	-0.0803644	0.219538	0.128522	-0.488347	0.105709	0.322464	-0.119232	0.679438	0.0456196	0.0828339	0.0123686	-0.137561	0.252576	0.0656419	0.243725	-0.2796	0.047562	-0.0358328	0.138786	-0.251873
KLLA0C09779g	-0.660163	0.102182	-0.202727	0.057573	-0.506741	1.71152	1.91177	1.72692	1.69074	1.41406	-0.256221	-0.0813124	-0.08155	-0.0294538	0.370676	1.44389	1.81675	0.637091	0.614398	0.547666	0.688908	0.670515	0	0.466449	0	0	1.16875	-0.302831	0.489795	1.85503
KLLA0C09801g	0.612049	-0.140662	-0.449571	-0.174123	-0.495323	0.265454	0.0799205	-0.135061	-0.167257	-0.354218	-0.0525056	0.248602	0.170532	0.138012	0.122449	0.617208	0.910017	0.285846	0.139296	-0.0687526	-0.0682685	-0.0320553	0.0694997	0.15127	-0.0562249	-0.0886072	0.0067051	0.0103629	-0.0575277	0.168768
KLLA0C09823g	-0.334145	-0.341358	-0.800013	-1.17337	-1.53901	0.102474	0.765086	0.411435	0.232147	-0.0721266	-0.322983	0.123085	0.242244	0.147497	-0.20319	-0.151028	-0.470682	-0.932747	0.0707349	0.120045	0.180726	-0.0131283	-0.00285984	-0.026034	0.211821	-0.0156923	0.0551779	0.0634425	0.206639	-0.0300946
KLLA0C09845g	-1.09893	-0.077502	-0.128999	-0.199432	-0.387219	-0.599958	-0.328775	-0.310168	-0.519922	-0.783546	-0.121317	-0.319168	0.0356502	-0.0409461	0.200835	0.137926	-0.163322	-0.270414	-0.362144	-0.169344	-0.0266943	-0.236499	-0.259591	-0.319863	0.211942	0.415882	0.0214529	-0.0733804	-0.0414475	-0.220294
KLLA0C09867g	0.238979	0.0387086	0.0606117	-0.112603	-0.196884	-0.0727063	0.30119	0.213712	0.112703	-0.186679	-0.295416	0.256487	-0.0298817	-0.094073	0.135311	0.111405	-0.0757146	0.0109971	0.249439	0.233924	0.183241	-0.0668901	-0.292034	0.383773	0.261306	0.101246	-0.195619	-0.225213	-0.108327	0.468163
KLLA0C09889g	1.23608	-0.774799	-1.42909	-1.22065	-1.00369	-2.04127	-1.57274	-1.77391	-1.66382	-1.79685	-0.632111	-0.462748	0.661059	1.03211	0.275613	0.521843	-0.130359	0.0803639	-1.72839	-1.11574	0.152901	-0.338461	-0.561091	-1.72264	0.636077	-0.0406022	0.0168442	-0.118661	-0.750651	-0.571935
KLLA0C09911g	1.07805	-0.163113	-0.0901259	0.0926527	0.613838	-0.115291	0.843084	0.616071	0.536827	0.921091	0.217796	0.688296	0.396639	0.475947	-0.619898	-0.171598	0.336904	0.263431	-0.0316559	0.109824	0.0861904	-0.111818	0.141876	0.322147	0.124823	0.100129	-0.0860503	-0.320978	-0.281839	0.946128
KLLA0C09933g	0.437874	-0.108031	0.540664	0.864339	1.54186	2.20844	3.66479	3.38829	3.05702	3.31143	0.612548	1.55144	1.06671	0.595131	0.314366	0.573998	1.64179	1.63025	1.2757	1.09401	0.553207	0.370125	0.844981	1.89761	1.39842	0.777368	-0.408465	-0.226837	-0.0173345	1.55882
KLLA0C09944g	0.795908	-0.337364	-0.580168	-0.569002	-0.605856	-0.466875	-0.595634	-0.630551	-0.333521	-0.283812	-0.0975832	-0.591959	0.393345	0.626136	-0.15728	0.021476	-0.348537	-0.514382	-1.16362	-0.768701	-0.0987091	-0.289725	0.149461	-1.55747	-0.0497046	0.0281851	0.14446	0.303012	0.182731	-0.881869
KLLA0C09966g	-0.485735	0.888921	1.7069	0.811873	-0.321268	0.852383	2.37842	3.01393	3.12777	3.18276	0.683263	0.778278	0.407963	-0.889187	-0.0421936	-0.405006	-0.331559	-0.481686	0.750547	1.20109	0.555511	0.637945	0.364094	0.960374	1.20484	0.407396	0.0567769	0.174314	0.414834	1.67905
KLLA0C09988g	1.04596	-0.21872	-0.246801	-0.440579	-0.664327	-0.23457	-0.105049	-0.314628	-0.373578	-0.63715	-0.0340897	0.226749	0.063816	0.0671691	-0.202177	0.0469799	0.122902	-0.139059	0.308748	0.081195	0.0225789	-0.165827	0.192599	0.553044	0.918618	-0.194609	0.000840927	-0.0509776	0.175516	0.494535
KLLA0C10010g	0.0129276	-0.281535	-0.141777	-0.124369	-0.224994	-0.0192748	0.0876122	0.214235	0.376053	0.526757	0.336018	0.129246	0.150671	0.0809974	-0.271813	-0.75145	-0.165653	0.711933	0.275838	0.132664	0.127231	-0.150632	0.107101	0.273532	0.274957	0.132928	-0.0384114	0.110336	0.0309799	0.319374
KLLA0C10032g	0.837903	-0.0338562	0.455228	0.615853	0.758281	0.678881	1.22436	0.982215	0.753702	0.907321	0.665169	0.476997	-0.0751808	-0.0168974	-0.62539	-0.629694	-0.34623	0.256706	0.132214	-0.200409	-0.017929	0.0138363	0.637885	0.467509	0.514679	-0.0914014	-0.137431	0.0138545	0.407256	0.741803
KLLA0C10054g	-2.07566	0.334548	0.175654	-0.0669117	-1.20017	-0.435872	-1.3267	-1.24578	-0.878238	-0.374705	0.133501	0.901634	0.453509	-0.858169	-0.140405	-0.752808	-1.43806	-1.74927	0.731673	0.89409	-0.148401	0.341545	0.303346	1.17097	1.1446	-0.0871042	-0.0316052	-0.096232	0.0374785	0.531711
KLLA0C10076g	-0.593414	0.378993	0.787236	0.82716	0.582406	-0.259541	0.315404	0.49958	0.741653	0.747477	0.45749	0.308018	-0.1869	-0.300703	-0.425187	-0.465134	0.170636	0.617249	0.649697	0.0764433	0.00809617	-0.115294	0.575452	0.76526	0.0929355	0.0444813	-0.0121152	0.178609	0.527251	0.831554
KLLA0C10098g	-0.359326	0.0335756	0.295892	0.0673134	-0.0846256	1.12284	3.0473	3.77649	3.50984	3.08628	0.238895	0.00283698	0.170286	-0.059451	0.117935	0.982981	1.94746	1.81658	0.311544	0.277092	0.197936	0.0267163	0.0808718	0.610689	0.393202	0.0576534	0.108277	0.151661	0.947088	0.852546
KLLA0C10120g	0.919087	0.0648153	0.0804127	-0.0663009	0.115108	1.36598	2.61562	2.97138	2.59669	2.28483	0.129831	0.516164	0.415686	0.201709	0.366044	1.25951	1.89127	1.27155	0.551448	0.448391	0.286053	0.154513	0.0639495	1.12397	0.568382	0.328735	0.105376	0.0252555	0.833523	1.37681
KLLA0C10142g	-0.24494	0.0249108	0.0216608	0.17087	0.310816	-0.317086	-0.296626	0.355027	0.619173	0.703266	0.121628	-0.0847112	0.151358	-0.0252712	-0.0651396	-0.244502	-0.527892	-0.658541	0.281771	0.348952	0.328636	0.203143	-0.0844462	0.25937	0.174564	0.016425	0.0376925	0.0691599	-0.057045	0.440591
KLLA0C10164g	-0.118342	-0.177987	-0.763996	-0.868819	-1.24549	-0.903913	-0.707235	-0.426705	-0.600932	-0.937685	-0.788441	-0.748726	0.0946262	0.161661	-0.0077022	-0.120787	-0.902006	-0.950048	-1.01203	-0.7281	-0.596458	-0.549187	-1.58877	-1.69641	-0.704652	-0.557328	0.0261745	-0.0251683	-0.899211	-1.51238
KLLA0C10186g	-0.0179409	-0.107729	-0.35628	-0.830472	-1.062	-0.0545824	0.453651	0.830843	0.720826	0.528926	0.473395	0.567919	0.0538239	0.202177	-0.0670478	0.0965969	-0.011763	-0.772658	0.402651	0.109312	0.101738	-0.0148641	0.673715	0.869385	0.106603	0.141984	0.0500918	0.191762	0.743906	0.818664
KLLA0C10208g	-2.41073	0.690249	1.07297	0.768771	0.382667	0.212796	0.196744	0.628387	0.888894	0.772144	0.410664	0.168274	-0.0269711	-0.595295	0.00576496	-0.222522	-0.76192	-1.18114	0.313245	0.488868	0.495833	0.396722	0.284354	0.44764	0.573159	0.287881	0.141471	0.0895724	0.37786	0.694602
KLLA0C10230g	-0.455013	-0.571117	-0.720547	-0.753779	0.291592	-0.679371	-0.121214	-0.140779	-0.352606	-0.539375	-0.153543	0.414293	0.168386	0.203718	0.0668406	0.468687	0.755484	0.416393	0.331156	0.161752	-0.0861336	-0.166317	-0.0739225	0.378684	0.344346	-0.316931	-0.00760703	-0.0433432	-0.166645	0.411606
KLLA0C10252g	0.208451	-0.0426831	-0.18199	-0.168429	-0.0115349	-0.003176	-0.038959	-0.199803	-0.12887	-0.371453	0.0912165	0.0804585	0.20561	0.123808	0.202887	-0.015557	-0.177756	-0.32848	0.0682982	0.111869	0.182854	-0.0241983	0.0140099	0.171362	0.0508037	0.0522657	-0.000760839	0.00216147	0.163772	-0.145139
KLLA0C10274g	0.775214	-0.0815319	-0.117034	-0.124332	-0.460433	-0.429467	-0.187083	-0.678885	-0.80763	-0.922232	0.0826806	0.112091	-0.0687498	-0.0918974	-0.217684	-0.145767	0.452576	0.689808	0.0111153	0.0462462	0.028951	-0.0497935	-0.160111	0.248794	-0.273744	-0.173926	-0.0121524	-0.255658	-0.600694	-0.0368199
KLLA0C10296g	0.514849	-0.224604	-0.546958	-0.532949	-1.05206	-0.172287	-0.0618165	-0.429061	-0.56384	-0.77118	-0.155195	-0.203431	0.106576	-0.0345698	0.137743	0.949933	1.15315	0.362396	-0.207657	0.0435776	0.150469	-0.101499	-0.027373	-0.0074157	0.14828	-0.114634	0.016075	-0.033286	0.0339273	0.180869
KLLA0C10318g	-0.00336807	0.0935104	0.27665	0.567279	0.309929	-0.448631	-0.15308	0.17987	0.252054	0.3011	-0.0322126	0.319374	-0.00819868	-0.110223	0.129239	0.466197	0.495902	0.000919899	0.0150075	-0.0656397	-0.0348357	-0.138769	0.068807	0.562357	0.589934	-0.0435116	-0.069523	-0.027949	0.325013	0.542829
KLLA0C10340g	0.589063	-0.251299	-0.508	-0.300698	-0.211422	-0.599642	-0.938615	-0.729853	-0.544834	-0.190313	-0.00484492	-0.0811489	0.438564	0.558536	0.147484	0.437092	0.880819	0.612356	-0.319961	-0.267095	0.0168491	-0.110905	-0.143794	-0.322306	-0.0260498	0.0825198	-0.0105015	0.184811	-0.0668991	-0.533391
KLLA0C10362g	1.89996	-1.0506	-3.43828	-3.72386	-3.33977	-2.61858	-3.46973	-3.79894	-3.18166	-2.90074	-1.14369	-2.62824	0.935124	1.638	0.367374	1.00498	0.352562	-0.803465	-2.32751	-1.19006	0.132983	-0.262002	-0.402407	-2.6892	0.102397	-0.104853	0.0456762	0.110253	0.0104959	-1.32747
KLLA0C10384g	-1.67967	-0.437499	-0.362279	-0.389737	-0.356943	-0.0628456	-0.25451	-0.374725	-0.382619	-0.159211	-0.108236	0.0131995	0.00601193	0.231376	-0.107987	-0.0379699	0.0237626	-0.0948724	-0.0175265	-0.129614	-0.195051	-0.302479	0.289405	-0.0509787	-0.531372	-0.00295498	0.00215856	-0.0590702	-0.0711808	-0.494212
KLLA0C10406g	0.929146	2.04329	2.58876	2.76168	1.31099	1.11669	1.29572	0.994084	0.916715	0.65649	-0.0997342	-0.95027	-1.15959	-1.95315	-0.303828	0.374167	0.0600694	-0.810751	0.105013	1.12867	1.26753	1.39756	0.326654	0.127893	1.02678	1.34421	-0.021892	-0.00491361	0.599473	0.674134
KLLA0C10417g	1.18548	3.17214	3.11024	3.17068	2.3458	0.436369	0.630815	0.719305	1.0204	2.15023	-1.03263	-1.48888	-2.9828	-2.61527	-0.270794	-0.779054	-1.36033	-0.148031	0.776047	0.182603	1.69619	2.24802	0	-0.249978	0	1.31505	-0.0112641	0	0.103199	0
